app_id,app_name,source,idea_1,idea_2,idea_3,idea_4,idea_5,idea_6,idea_7,idea_8,idea_9,idea_10
com.widgetable.theme.android,Widgetable: Besties & Couples,SOURCE4,This feature allows two users to choose a color and brightness that updates both home screen bubbles instantly. An optional mode changes colors based on recent activity.,"This feature allows users to upload a photo, note, or gift card that is gradually uncovered through tiles over time or by completing shared mini-tasks.","This feature allows two users to create shared tasks, monitor progress with checkmarks and a countdown timer, and unlock animations and badges upon completion.","This feature shows shared locations on a map, sends notifications when users are nearby, and lets users send virtual postcards for others to view later.","This feature displays the next three overlapping time periods from both calendars and sleep preferences, enabling users to propose or accept calls with one tap and receive automatic reminders.","This feature connects 1–3 small habits (water, steps, reading) between two or three users, showing streaks side-by-side and a meter to track balance.","This feature tracks shared contributions and extra amounts toward a date or trip goal, shows progress and estimated completion, and offers planning checklists at important points.","This feature allows a user to tap “need space” to start a timer, show a breathing guide, display a personalized checklist, and prompt sending a repair message or voice note.",This feature allows users to share their battery and network status with each other (opt-in) and recommends low-power chat options when battery or signal is low.,"This feature displays a meter that fills as users are physically closer or have overlapping awake and free times, with optional notifications."
com.whoyaho.tanghulu,Tanghulu Master - Mukbang ASMR,SOURCE3,"This Feature allows you to use gestures to perform dips, spins, and flips, combine moves, avoid obstacles, and increase crackle effects by keeping streaks going.","This feature displays time-limited discounts on ingredient packs, skins, and sound sets, applies them automatically at checkout, and allows users to earn extra coupons by completing daily tasks.","This feature allows you to record whisper notes or role-play intros, combine them with crunch sounds, and export the mixed audio as a short ASMR clip.","This feature measures microphone levels, background noise, and sugar timing before a session, offers adjustment suggestions, and calculates an estimated crunch score.","This feature allows you to schedule travel-cart sessions to virtual festivals with different fruits, sounds, and challenges, and book routes on a calendar to earn rewards.","This feature displays a meter that measures glaze thickness and spacing on the skewer, predicts cracking, and provides an overlay guide to help keep spacing even.","This feature records clear audio with external microphones, reduces background noise, provides a quick-record option, and lets you record while using other parts of the app.","This feature allows users to create repeating sound loops from drips, snaps, and crunches, add whisper or tapping layers, and share their mixes as templates.","This Feature lets you place fruits and toppings accurately with snap-to-surface controls, shows a balance meter for stability, and records slow-motion drizzle videos with macro filters.","This feature allows you to collect flavor and topping cards, create sound decks, and join timed board challenges where card combinations alter taste descriptions and sounds."
com.whoyaho.tanghulu,Tanghulu Master - Mukbang ASMR,SOURCE4,"This feature allows users to adjust sound settings such as EQ, sharpness, and vibrations through hearing calibration and save multiple profiles for different devices and times.","This feature uses the microphone to detect blowing, humming, and tongue-clicking sounds to control sugar physics and interact with the game without menus.","This feature adds an AR vendor mode that shows a virtual cart with characters ordering combos you make, letting you record and share mixed-reality mukbang videos.","This feature connects sugar cracking stages to local temperature and humidity, adjusts difficulty accordingly, and provides optional timing suggestions for use in humid conditions.",This feature lets two players join a co-op session where one prepares the mukbang and the other eats it together in real-time with safety controls.,"This feature converts sounds such as snap, crackle, and chew into vibration patterns and offers optional on-screen captions for users to follow along.","This feature allows players to create fruit stack recipes, flavored glazes, and layered sounds, share them as remixable packs, and earn coins from downloads and challenges.","This feature generates moving crystal patterns based on bite sounds and lets users save them as stickers, wallpapers, or social media posts.","This feature uses the device's gyroscope to control skewer movements, enabling users to twirl, tilt, and manage dripping with corresponding visual and sound effects.","This feature allows users to take three photos of fruit to create a basic 3D model and estimate its crispness for recipes, AR scenes, and co-op sessions."
air.com.bitrhymes.bingo,Bingo Bash: Live Bingo Games,SOURCE3,"This feature allows players to mark consecutive calls quickly to increase a multiplier for all active cards, with options to skip calls and use power-ups to maintain the multiplier.",This feature displays a Zen Aquarium between rounds where players can tap fish and decorate the tank to earn small rewards and collect items for cosmetic frames.,"This feature allows players to collect and save digital coupons that grant bonuses such as extra coins or double experience, which are applied automatically during purchases or game rounds.",This feature records a 10-second video when you call Bingo and lets you add a voice reaction or selfie before saving or sharing the clip.,"This feature lets clubs join rooms to complete bingo patterns that break bosses' shields, activate effects, and unlock power-ups and trophies.","This feature displays live odds and coverage for the target pattern on your cards, highlights key areas, and allows you to simulate power-up use before choosing.",This feature lets players send voice notes and use audio chat with transcription and translation. Messages pause during number calls and resume playback afterward.,"This feature links bingo rooms with various themes and rules, lets players collect souvenirs, see upcoming rooms, and reserve seats in rooms with limited availability.",This feature occasionally unlocks 3D scenes on bingo cards where marking certain numbers reveals interactive elements and stories. Completing sets grants lobby items and daub trails.,"This feature includes session timers, break reminders with small rewards, a monthly budget tracker with optional limits and alerts, and a Guardian profile for parental controls."
air.com.bitrhymes.bingo,Bingo Bash: Live Bingo Games,SOURCE4,This feature allows players to join 10-person rounds where they play bingo against a shared boss by marking called numbers to lower its health and use team abilities.,"This feature allows players to make predictions before each round. Correct guesses reward chips, boosts, or jackpot entries without changing the game’s base odds.","This feature lets you use earned pips to lock up to two numbers or affect one column in the next game, with restrictions to ensure fairness.","This feature lets two players play together on one bingo card in real time, each controlling half and sharing power-ups, with rewards split between them.",This feature provides changing bounty numbers that give a global bonus to players who complete a bingo with those numbers marked within one hour.,"This feature offers a 3-second mini-game before each round that lets players activate one perk, like rerolling a column, protecting a mis-daub, or charging a powerup.","This feature uses the camera to identify basic colors or shapes, then adds a daily charm that changes one inactive number into a wildcard for the next game.","This feature lets players join side pools that contribute to live microjackpots for specific mini-goals, with winners announced to everyone in the game room.",This feature lets players exchange an inactive bingo card after a set number of calls or get a bonus like double marks on the next two numbers.,"This feature allows players to create custom bingo patterns, join temporary community rooms, receive likes and small rewards for patterns, with weekly updates and moderation."
com.onedebit.chime,Chime – Mobile Banking,SOURCE3,"This feature offers practice lessons and simulated budgets to help users manage bill payments, saving, or Credit Builder, providing feedback and automation recommendations.",This feature allows you to invite a money buddy to share certain progress details or connect with a verified peer to track financial goals together.,"This feature awards tickets for actions like on-time deposits, roundups, and quizzes. Tickets enter weekly drawings for cash or APY boosts and can be donated.","This Feature allows you to create budget categories, set spending limits, split paychecks, and use rules that adjust spending based on merchant types.","This feature allows you to label and rate transactions, attach photo receipts, report problems, block merchants, and set spending limits for individual merchants.","This feature gives kids and teens a parent-controlled card, tracks chores, automates allowance payments, sets savings goals, and includes avatars with leaderboards that hide account balances.","This feature estimates your income and bills for the next 30 to 90 days, identifies weeks with low balances, and allows you to adjust transfers or move money accordingly.","This feature allows you to set your card to lock and unlock automatically at specific times, based on location, merchant type, amount, and provides vibration and sound alerts.","This feature generates virtual debit numbers for trials and subscriptions, monitors renewal dates, sends alerts before charges, and pauses the card if a charge is declined.","This feature lets you create payment links, invoices, and QR codes to receive payments, set aside money for taxes and savings, and track 1099 income with export options."
com.onedebit.chime,Chime – Mobile Banking,SOURCE4,This feature covers shortfalls on selected bills with a temporary advance and repays the amount from the next deposit according to user-set limits and preferences.,"This feature divides each paycheck into bills, savings, goals, and spending according to due dates and cash flow, allowing users to adjust or pause the allocations.","This feature offers virtual trial cards that expire automatically, identifies subscriptions, enables cancellations within the app, and shows upcoming charges on a daily renewal heat map.","This feature scans receipts and emails to find items, warranties, and return dates, sends reminders before deadlines, detects price changes, and assists with refund requests.","This feature allows users to form savings groups, set up automatic contributions and payouts, monitor member participation, and maintain a shared reserve for missed payments.","This feature reports on-time rent, utilities, and recurring payments made through Chime to credit bureaus, displays estimated credit score changes, and notifies you of missing tradelines.","This feature tracks gig income, estimates payout dates, automatically sets aside taxes, and offers reminders and exportable records for 1099 tax filing.","This feature allows you to set spending limits by country, block specific merchants, locate fee-free ATMs, and receive real-time currency conversion alerts while traveling.","This feature allows users to set spending limits or block transactions by merchant, category, amount, or time, with an option to unlock temporarily for 30 minutes.","This feature allows you to plan your cash flow for the next 90 days by adjusting payments, savings, or cancellations, and then sets up transfers based on those changes."
com.hookah.sandboxinspace,Sandbox In Space,SOURCE3,"This feature adds EVA parkour arenas where players use thrusters, wall runs, and repulsor bounces to perform combos, earn score multipliers, and view suit animations and leaderboards.","This feature allows players to collect time-limited vouchers from station bulletins for salvage, docking fee discounts, and crafting rebates, which can be used during refuel, cargo checkout, or builds.","This feature allows players to record short voice notes that are converted to text and linked to ships, modules, or map locations. Notes can be shared or exported.","This feature allows players to add small asteroids and glowing creatures that make sounds in a zero-gravity space, enabling interaction and slow-motion effects during idle play.","This feature lets users rent ships, rovers, and lab modules from orbital branches, displaying availability, repair status, deposit details, return instructions, and autopilot guidance.","This feature offers in-game credit and resource loans for large builds, includes monthly repayment plans based on production, and provides a checklist to guide users through the process.","This feature lets users measure distances, areas, and volumes on asteroids and stations, draw zones for calculations, save and label measurements, and align them to map grids.","This Feature allows players to download game areas, storylets, and challenges to play without internet. Progress is saved and updated when connected again.","This feature provides collectible blueprint cards for modules, maneuvers, and perks. Players create decks to configure ship loadouts and base options, and can combine cards to improve abilities.","This feature lets users create layered emblems for mission patches, ship logos, and mascots, export them as decals, share templates with squads, and join design contests."
com.hookah.sandboxinspace,Sandbox In Space,SOURCE4,"This feature allows you to draw orbital transfer paths by touch, calculates burn times, and automatically manages spacecraft staging and timewarp settings.","This feature lets users create planets by adjusting DNA and atmosphere settings, simulate life evolution, speed up time, gather materials, and export genetic codes.","This feature allows users to add stations and artifacts to a shared constellation over time, combines all changes, and generates a timelapse showing all contributions.","This feature allows you to recruit NPC crew members with upgradable traits who perform tasks such as mining, docking, or farming. You can control them using voice or tap commands and set their work schedules.","This feature lets users share blueprints with adjustable cargo, thrust, and habitat volume sliders, automatically routes power and fluids, and runs preflight checks.","This feature allows users to set design goals such as payload mass, delta-v, budget, and docking size. It recommends parts, adjusts engines, staging, and power, and displays trade-offs.","This feature displays your star system in AR on a table, allows moving stations, zooming, placing structures on surfaces, and sharing the scene with nearby players.","This feature generates events such as anomalies, contracts, derelicts, and disasters based on your technology. Your choices influence the economy, ecology, and politics in saved systems.","This feature records mission data with visual overlays like thrust vectors and heat maps, enables replaying, and allows users to share clips for annotation by others.",This feature allows you to start space missions that continue when you are offline. You receive notifications about events and can join to make decisions.
com.igg.android.vikingriseglobal,Viking Rise,SOURCE3,"This feature allows units to use momentum to vault over cliffs or obstacles, activating temporary speed and damage effects when performed correctly and unlocking new movement options.",This feature lets players create marches with several stops and set arrival times. Alliance leaders can share routes for members to follow automatically.,"This feature lets users record voice notes attached to map markers, which are transcribed and translated automatically. Allies can listen to them with timestamps while moving.","This Feature evaluates your city’s progress toward milestones, predicts resource and building needs, estimates completion times, and generates a checklist with trade and donation goals.","This feature lets users measure distance, area, tower coverage, and safety zones by dragging, view unit ETAs between points, and share saved measurements as alliance orders.","This feature offers a downloadable Commute Mode with offline PvE activities like skirmishes, chores, and puzzle raids, enabling local action queuing and reward syncing upon reconnection.",This feature lets players choose a set of tactical runes with limited uses before a battle. The number of runes available changes depending on the game mode.,"This feature offers a build mode with snap-to-grid, transparent blueprint previews, spacing guides, and a one-tap function to suggest layout arrangements for structures.","This feature lets clans create and customize a sigil and sail using Viking symbols, colors, and mascots, with options to export PNG files and use preset alliance ranks.","This feature displays war replays, campaign episodes, and creator guides, allows instant clipping and voice-over remixing, and shares timecoded clips directly in alliance chat."
com.igg.android.vikingriseglobal,Viking Rise,SOURCE4,"This feature lets leaders draw on the world map, set rally timers, assign roles, convert time zones, and send alerts with pings and voice messages.","This feature changes weather and seasons, affecting movement, visibility, and ship combat. Players can build a Seer’s Shrine to predict storms and craft runes to lessen these effects.","This feature allows players to create quests with triggers, dialogue, and objectives, share them via codes, and access weekly selected quests with system-verified rewards.","This feature activates special duo skills when specific pairs fight together, provides short story missions to unlock and upgrade them, and recommends bonds based on enemy scouting.","This feature adds caravans and river convoys that deliver supplies to armies and forts. Players can build waystations and escorts, and supply lines can be disrupted by sabotage or ambushes.","This feature lets alliances set raid plans ahead of time, runs them automatically at scheduled times, and shows participants replay highlights and performance data when they log in.","This feature lets players create and manage agreements about non-aggression, borders, and resource rights using map markers and notifications for any violations.","This feature provides a free simulator that uses scout data to test troop combinations and counters, allows sharing battle plans, and offers quick build suggestions.","This feature spawns roaming beasts for all players, includes tracking, trapping, and multi-phase boss fights with assigned roles, and drops trophies that create city set pieces with effects.",This feature pairs experienced players with new players for practice sessions focused on goals and provides temporary protection boosts. Both players receive rewards.
com.matryoshka.royal.cooking.kitchen.madness,Royal Cooking - Cooking Game,SOURCE3,"This feature allows players to collect limited-time ingredient and upgrade coupons from a deals board, which are automatically applied at checkout. More coupons are earned by completing daily service streaks.","This feature allows players to complete consecutive cooking actions to fill a Trick Meter, which increases tips and speed. Advanced trick sets provide additional challenges and leaderboards.","This feature allows you to record voice notes by long-pressing, transcribes them automatically, attaches them to recipe steps, enables sharing with your guild, and pauses during rushes.","This feature allows you to create a chef avatar by choosing pronouns, body types, and uniforms, access festival-themed cosmetics, and reserve pop-up stalls during festival weeks.","This feature provides mini-games between levels, like whisking, popping pastries, or customizing an aquarium, where players can earn small rewards.","This feature allows you to unlock premium appliances by paying in installments according to your star rating, with a checklist to track payments and access advanced kitchens early.","This feature allows you to record slow-motion or boomerang clips of cooking, add stickers, frames, and emotes, and automatically generates short highlight videos.","This feature lets users design a custom crest and menu logo using templates and shapes, then place them on menus, uniforms, food trucks, and banners.","This feature offers a monthly subscription that includes changing recipes, seasonal kitchens, cosmetic items, device sharing, and weekly tokens for inviting friends to co-op play. Non-subscribers get one free item each week.","This feature lets you download kitchens and missions to play offline, queue tasks that finish over time, and sync your progress and rewards when connected again."
com.matryoshka.royal.cooking.kitchen.madness,Royal Cooking - Cooking Game,SOURCE4,"This feature lets players create multi-course meals by selecting dishes that match guests' tastes, cultural rules, and allergies, and rewards them for organized themes and serving order.","This feature lets 2 to 4 players cook together in one kitchen, each handling different tasks and working together to earn combo points and shared rewards.","This feature adjusts ingredient prices and freshness according to seasons, weather, and festivals. Players can preorder, complete side-quests, or trade with friends to get rare items.","This feature allows players to unlock cooking techniques and appliance upgrades through skill trees, combining perks to create new moves that change gameplay in levels.","This feature adds random events such as special diet requests, equipment issues, inspections, or visitor arrivals, prompting players to choose immediate or delayed responses with varying outcomes.","This feature allows players to place sauce and garnishes on dishes with physics effects, view them in augmented reality, and get scores from community judging.","This feature introduces rival chefs who spread rumors or bribe suppliers. Players manage quality seals, staff loyalty, and secure preparation to keep their ratings.","This feature allows you to compete against recorded runs of other players in your kitchen layout, helping you practice routes and unlock tools and emotes.","This feature lets players adjust controls, use colorblind-friendly indicators, receive vibration timing cues, and enable a rhythm-tap mode for each restaurant.",This feature introduces daily rules like “no dairy” or “tiny portions” that modify gameplay. Players can opt in to earn additional rewards and cosmetic items.
com.icandesignapp.all,Room Planner AI: Home Interior,SOURCE3,"This Feature offers brief room-planning tasks with set requirements, provides instant feedback, and records daily practice to monitor user progress.","This feature lets users download furniture, textures, and lighting collections for offline use and organize favorite items into playlists for quick access without internet.","This feature uses location, window direction, and weather data to simulate sunlight, temperature, and humidity in each room and recommends appropriate materials and layouts.","This feature identifies clearance issues, door swing conflicts, outlet spacing, slip hazards, and code violations while placing items, providing notifications with summaries and suggested solutions.","This feature lets children design a basic version of their room with stickers, colors, and approved furniture, and allows parents to transfer chosen elements to the main design.","This feature allows you to take a photo or scan a QR code of an item to find similar products by finish, shape, and size, and save or share filter settings.","This feature lets users hold live co-design sessions with others, allowing pointing, voting, editing, assigning roles, and voice chat, with invite-based credit tracking.","This feature simulates how speech and music sound with chosen furniture and finishes, applies a hearing profile, and suggests rugs, panels, and layouts to improve sound clarity.","This feature allows users to see before and after room photos from nearby users, send messages for advice or trades, and manage payments with verified designers and sellers.","This feature tracks tasks, expenses, lead times, and deliveries for each room, offering reminders, progress bars, and checklists to organize and monitor project steps."
com.icandesignapp.all,Room Planner AI: Home Interior,SOURCE4,"This feature uses AI to generate room layouts for various events, offering step-by-step plans that include budgets, shopping lists, and timelines for each stage.","This feature shows items available in your area with stock and delivery information, and replaces delayed products with similar options based on style, size, and price.","This feature displays sunlight and shadows by hour and season in AR, then provides recommended lighting fixture quantities, beam angles, color temperatures, and estimated energy use.","This feature uses your phone and room materials to measure sound reflection and noise paths, then provides suggestions for rugs, panels, curtains, and layout changes with audio previews.","This feature scans a room to detect outlets, vents, radiators, doors, and studs, checks clearances and airflow, and identifies common building-code issues before purchase.","This feature adds dimension-matched secondhand or refurbished items from local sources, displays carbon and cost savings compared to new items, and allows trade-in of existing pieces.","This feature identifies potential hazards in a room design, such as sharp corners and unstable shelves, suggests safety improvements, and checks robot vacuum cleaning paths.","This feature tracks daily movement patterns to find crowded or unused areas and recommends changes to furniture placement, storage, and clearances to improve space use.","This feature uses AR to display mounting heights, tile layouts, and anchor locations, generates a tool and parts checklist, and verifies measurements and level during installation.",This feature analyzes a user’s liked items and moodboards to identify preferences and suggests matching color schemes and furniture sets with itemized costs.
com.thehomedepot,The Home Depot,SOURCE3,"This Feature lets you practice painting, tile layouts, or saw cuts on a virtual surface, offering daily exercises, instant feedback, and tracking your progress.","This feature allows customers to rate tools for specific tasks, add photos to reviews after 30 and 180 days, and filter reviews by climate, material, and usage frequency.","This feature allows you to invite others to your project board to collaborate, comment, share shopping lists, find contacts with tools, and share your cart and pickup information.","This feature lets you order lumber, pipe, and sheet goods with chosen dimensions, edge and hole options, see prices, reduce waste, and schedule pickup or delivery.","This feature measures noise levels with your phone, notifies you when hearing protection is needed, recommends protective equipment, and saves noise exposure along with project information.",This feature checks local weather forecasts to suggest appropriate times for outdoor projects and sends alerts with shopping lists for needed supplies.,"This feature lets you download product manuals, diagrams, how-to videos, an offline store map, and saved product SKUs for use without an internet connection.","This feature accepts measurements in different formats and voice input, verifies accuracy, converts units, calculates quantities with waste, and prints barcode labels for cuts.","This feature allows you to rent tools for 24 to 72 hours, apply rental fees toward purchase, and manage rentals and warranties within the app.","This feature lets users share before and after photos, tag products used, ask questions to the community, and earn points that can be redeemed for rewards."
com.thehomedepot,The Home Depot,SOURCE4,"This feature uses your phone’s LiDAR to measure a room, calculate required materials, add items to your cart, reserve tools, and schedule deliveries.","This feature allows you to enter your address and project type to create a permit checklist with product details and plan templates. It also tracks inspections, submits forms, and identifies compliance issues.","This feature provides a step-by-step aisle guide with bay numbers, shelf images, and alternative options. It allows hands-free scanning and works without an internet connection.","This feature lets you take a photo of a screw, fitting, blade, or filter, identifies its size and specifications, shows matching products with aisle locations, and enables staff pickup requests.","This feature calculates tool rental time for your project, organizes required accessories, readies items for curbside pickup, and offers checklists and video logs for returns.","This feature allows you to select a delivery location using AR, verifies vehicle cargo capacity at checkout, and provides cut plans or delivery and tie-down suggestions.","This feature shows a sustainability score with savings, payback, and local rebates for products, fills rebate forms using receipts, and suggests alternative products with price and ROI details.","This feature connects you with verified experts for live video help, allowing them to mark up your camera feed and save notes and parts to your cart and project.","This feature allows you to create a digital ticket for services such as cutting or paint mixing, monitor your wait time, and ask an associate to bring items to your aisle.","This feature organizes project materials, rentals, deliveries, returns, and labor referrals, creates quotes with markups and tax, reserves inventory, and schedules deliveries by timeline."
com.innplaylabs.animalkingdomraid,Animals & Coins Adventure Game,SOURCE3,"This Feature lets players make consecutive jumps using trampolines and cliffs, build score multipliers with timing, unlock animal moves, and resets progress if actions are missed.","This feature records short sounds through the microphone, detects patterns such as whistles or chirps, and then generates related creatures or gives Echo Coins.","This feature suggests habitats to visit, calculates coin costs and time required, generates a task checklist, and lets users reserve coins to avoid accidental spending.","This Feature lets you rent ride animals for missions, book them ahead of time, and receive rewards when you return them without damage.","This feature offers a weekly 3D diorama view, access to exclusive gliders and cosmetics, and rotating community giveaways that update regularly for all users.","This feature lets you draw shapes or select points on the map to calculate travel distance, forage area, coin yield, stamina cost, and suggests routes based on safety or combos.","This Feature lets players create habitats by placing dens, perches, and bridges with accurate alignment and surface checks. Night mode adds harder placement tasks for special blueprints.","This feature allows you to collect clip coupons during events, save them in a wallet, and automatically use them during upgrades or checkout while managing rules and expiration.","This feature lets players pair compatible animals, complete themed mini-quests, and unlock hybrid offspring with unique abilities. Player choices impact the sanctuary and future interactions.",This feature lets you download short expeditions and foraging runs to play without internet. Rewards and daily challenges update when you reconnect online.
com.innplaylabs.animalkingdomraid,Animals & Coins Adventure Game,SOURCE4,"This feature allows players to pair animals to activate abilities and coin multipliers in specific biomes, with progress tracked by a bond meter increased through shared missions.","This feature allows players to use extra coins in a timing mini-game to create charms, which can be attached to animals or gear and later removed or combined.","This Feature allows players to gather map pieces to form expeditions with varying risk levels, earn coins based on risk, and receive hints after unsuccessful high-risk attempts.","This feature allows users to scan surfaces using optional AR to locate virtual tracks and caches, supports geofencing and indoor use, and enables sharing trails for nearby cooperative play.","This feature lets players create habitats with bonuses, assign animals to worker roles for earning coins and training skills, and apply adjacency bonuses in habitat layouts.","This feature changes animal appearances, boss behaviors, and coin types according to weather and time. Players can craft totems to temporarily change local weather. Seasonal events introduce special animals and items.","This feature lets 3–5 players create squads, set gadgets, decoys, or silence zones separately, and then perform actions together to earn rewards.",This feature includes timed events where players complete mini-games to diagnose and treat injured or orphaned animals. Released animals may return with coins or information.,"This feature lets players trade animals, charms, and map fragments in a bazaar with escrow and reputation scores, including events that change supply and demand temporarily.","This feature records coin spending on habitats and upgrades, alters biome conditions and NPC relationships, and unlocks various endings with global effects and New Game+ options."
com.mwm.procolor,Color Pop - Fun Coloring Games,SOURCE3,"This feature helps users practice blending, shading, and color harmony with short exercises, provides adaptive hints, tracks progress, and shows side-by-side before and after comparisons.","This feature lets users install community-created palettes, brushes, textures, and page add-ons with one tap, while handling updates and compatibility automatically.",This feature generates color palettes and themes based on the local weather and provides optional notifications for breaks and calming activities during app use.,"This feature lets you download coloring collections and soundtracks for offline use, organize pages into playlists by mood or length, and skip pages while playing.","This feature generates a travel-themed coloring plan with location-based pages, estimates how long it will take, allows offline downloading, and gives hourly stretch reminders.","This feature lets users search images by theme, difficulty, time, line thickness, palette style, and safety tags, and save or share filter settings with QR codes.","This feature includes large tap targets, voice prompts, and a mascot that gives feedback. It allows parents to lock tools, set playlists, and track usage.","This feature lets users ask for feedback on color choices, contrast, and technique, receive optional AI suggestions, and participate in weekly review exchanges with others.","This feature adds animated glitter, glaze, and shimmer effects that change with brush speed or background music, and enables exporting short looping videos and high-resolution images.","This feature lets users join teams for weekly tasks, share color palettes with nearby players, create murals from tiles, and earn rewards by referring others."
com.mwm.procolor,Color Pop - Fun Coloring Games,SOURCE4,"This feature plays music during coloring, suggests color palettes, animates brush effects to match the beat, and records a time-lapse synced with the music.","This feature allows you to tap to add 3D shading by choosing light direction and intensity, which applies highlights and shadows on an adjustable layer.","This feature allows you to display finished artwork on walls using AR, adjust frame, lighting, and size settings, and share a link to view the AR scene.","This feature lets users color together in real time, assign sections, communicate through chat or reactions, and use relay mode that rotates the canvas every 30 seconds.","This feature allows you to capture colors using your camera, complete tasks by finding specific tones, and unlock themed coloring pages with the collected colors.","This feature adjusts brush size based on breathing, increasing it during inhaling and decreasing it during exhaling, with accompanying vibrations and background sounds.","This feature allows you to fill a section with paint, move the paint by tilting your phone, lock the pattern, and apply effects such as marbling, glitter, and metallic inks.","This feature allows users to color storybooks, with their color choices influencing the plot and unlocking different scenes and endings saved as a personalized story.","This feature modifies colors for different types of color blindness and low vision by adding patterns, high-contrast outlines, and voice prompts that identify colors and sections.","This feature lets users color sticker templates, automatically cut and trim them, and export transparent stickers for WhatsApp, iMessage, and Telegram, with an optional in-app keyboard."
com.fineart.universal.tv.remote.control,Universal Tv Remote-Cast to TV,SOURCE3,"This feature offers a practice mode that guides users through gestures, voice commands, and casting shortcuts, detects errors, and provides review sessions to help improve skills.","This feature sends TV audio to your phone or earbuds with minimal delay, enhances speech clarity, supports personal hearing settings, and includes volume limits for safety.","This feature lets users check and rate TV and box compatibility, share setup tips, submit missing codes, and vote on remote control mappings.","This feature allows users to earn points by completing tasks such as pairing devices, using shortcuts, verifying codes, and taking short surveys within the app.","This feature lets users earn and use points for premium features, remote skins, or gift cards, and gain bonus points when invited friends connect a device.","This feature lets you search and browse streaming apps in one menu, cast content with one tap, use keyboard input, and automatically detect OTPs for sign-ins and searches.","This feature lets users create command sequences for various situations and share, rate, and download community-created recipes, device add-ons, and themes.","This feature displays weather alerts on the TV as banners, allows volume or caption adjustments for severe events, shows hourly forecasts as a screensaver, and updates travel destination weather.","This feature displays nearby screens with a trust score, requires a QR code or one-time PIN to connect, and enables sending temporary control links.","This feature allows you to queue and cast downloaded videos, music, and photos to your TV without internet, supporting continuous playback with pre-buffering, gapless audio, and automatic resume."
com.fineart.universal.tv.remote.control,Universal Tv Remote-Cast to TV,SOURCE4,"This feature lets you switch an active cast between TVs or rooms without stopping playback, keeping the current timestamp, subtitles, audio settings, and preloading the next screen.","This feature uses the phone’s microphones to detect surrounding noise and distance, then automatically adjusts volume, dialog clarity, and dynamic range, with optional quiet-night mode and private listening.","This feature allows you to use your phone as a motion-controlled mouse and gesture pad to navigate TV menus, adjust volume, skip content, and control web browsers or apps.","This feature uses the camera to show test patterns and automatically adjust color, brightness, and sync on supported TVs, or gives on-screen instructions if control is not available.","This feature allows you to set up one-tap scenes that control your TV, inputs, soundbar, lights, and curtains, activated by widget, voice, location, or schedule.","This feature lets you send a secure link with a PIN to someone, allowing them to control your TV remotely for a set time and draw guides on their phone.","This feature allows you to search for titles across streaming services, view availability and price, open the app on the TV with the correct profile, enter login codes, and use the phone’s keyboard for text input.","This feature lets you control and cast to supported TVs using Wi-Fi Direct, Bluetooth, or your phone’s hotspot without internet, and includes options for hotel networks and resetting TV settings.","This feature shows captions on the phone while casting, lets users adjust font, size, and contrast, allows tapping lines to navigate, and supports live translation.","This feature lets multiple users add and vote on videos in a shared queue, synchronizes playback on TVs, and offers optional low-latency voice chat."
bible.wordgame.words.connect.crossword.cookies,Bible Word Puzzle - Word Games,SOURCE3,"This feature allows players to trace solved verse words with Bible-themed brushes, receive immediate AI feedback on spacing and strokes, and create shareable stickers and profile logos.","This feature offers continuous word puzzles based on biblical scenes, includes soft background music, and lets players collect bonus items and change colors while playing.","This feature sends notifications about streak endings, time-limited scripture events, and when friends beat your score. It also tracks completed books and themes.","This feature lets users download audio verse packs for offline listening, choose different narrator voices, and change playback speed while working on puzzles.","This feature allows users to create puzzle playlists from chosen books or themes, play them in order or shuffled, and delay ads and popups until a set break.","This feature offers voice-guided hints, larger tiles, collectible Bible characters, and a parent dashboard to control difficulty, session length, and accessible content.","This feature gives daily coupons that automatically reduce the cost of hints, boosts, or premium packs at checkout. More coupons are earned by completing certain game tasks.","This feature allows you to customize puzzles by selecting books, themes, translations, difficulty levels, excluding proper nouns, focusing on Greek or Hebrew roots, and saving or sharing settings.","This feature allows players to record voice notes after a verse, converts speech to text for searching and sharing, and enables speaking found words for input.",This feature offers weekly multi-level boss puzzles with unique tile challenges and hazards. Players can work with friends to share limited one-time assistance during the puzzles.
bible.wordgame.words.connect.crossword.cookies,Bible Word Puzzle - Word Games,SOURCE4,"This feature allows you to choose a related verse after solving one, forming themed chains. Completing chains unlocks badges and changes the game’s difficulty.","This feature allows you to tap solved words to view their Greek or Hebrew root, transliteration, and meaning, use hint tokens to connect root letters to English answers, and play optional rounds forming English words from biblical roots.","This feature plays a verse aloud as you arrange words in order, allowing you to slow or repeat the audio and earn points based on accuracy.","This feature lets two players play at the same time, each using different letters to complete a verse, with timed moves adding bonus points.","This feature uses your camera to locate virtual scrolls in your surroundings, unlocking themed word puzzles and allowing you to collect scrolls to complete a 3D gallery with information.","This feature creates a memory deck from completed verses that reappears with spaced repetition, gradually hiding words, and includes a recall strength meter to guide daily reviews.","This feature creates a short devotional from the completed verse and solved words, generates a shareable image, and lets you select a tone before exporting.","This feature allows users to create puzzles from Bible verses by selecting a translation, adding hints and reflections, and enables sharing, rating, and moderating puzzles.",This feature allows you to take a photo of a church bulletin or Bible page and generates a word puzzle using the text from the image.,This feature allows you to explore a map with pins that unlock themed word sets and notes. Completing areas rewards collector cards and offline study materials.
